drug_name,CID,ex_drug_id
Stattic,2779853,2852
Stavudine (d4T),18283,2853
STF-118804,20916937,2854
STIGMASTEROL,5280794,2855
Streptomycin sulfate,19648,2856
streptozocin,29327,2857
SUCCINYLCHOLINE CHLORIDE DIHYDRATE,656867,2858
Sucralose,71485,2859
SULBACTAM SODIUM,23663973,2860
Sulconazole nitrate,65495,2861
Sulfacetamide sodium,4022878,2862
sulfaguanidine,5324,2863
sulfamerazine,5325,2864
sulfamethazine,5327,2865
sulfamethoxypyridazine,5330,2866
sulfathiazole,5340,2867
sulindac,1548887,2868
SUMATRIPTAN SUCCINATE,59772,2869
Suplatast Tosilate,71773,2870
suprofen,5359,2871
Suvorexant,24965990,2872
Synephrine hydrochloride,42609626,2873
313516-66-4,2777391,2874
T0901317,447912,2875
Tacrine hydrochloride,2723754,2876
tacrolimus,445643,2877
761437-28-9,9934347,2878
Vonoprazan Fumarate,45375887,2879
TAK-632,46209401,2880
Orteronel,9796590,2881
TAK-733,24963252,2882
14807-96-6,16211421,2883
Tangeretin,68077,2884
Tasisulam,10160238,2885
TAXIFOLIN,439533,2886
30675-13-9,2729042,2887
TCS 359,1048845,2888
Telaprevir,3010818,2889
Temsirolimus,6918289,2890
Tenofovir,464205,2891
Tenofovir Disoproxil Fumarate,6398764,2892
Tenovin-1,1013376,2893
Terazosin hydrochloride,44383,2894
terbinafine,1549008,2895
Terbinafine hydrochloride,5282481,2896
terfenadine,5405,2897
Teriflunomide,54684141,2898
Tetracaine hydrochloride,8695,2899
TETRACYCLINE HYDROCHLORIDE,54704426,2900
4961-41-5,10309252,2901
6429/4/5,16667431,2902
Tetrahydrozoline hydrochloride,10648,2903
TG003,1893668,2904
925705-73-3,17751063,2905
Thioridazine hydrochloride,66062,2906
THONZONIUM BROMIDE,11102,2907
Tianeptine sodium,23663953,2908
1616632-77-9,73777259,2909
Ticagrelor,9871419,2910
ticarcillin sodium,470375,2911
TICLOPIDINE HYDROCHLORIDE,65335,2912
Tideglusib,11313622,2913
Tilmicosin,5282521,2914
Timolol maleate,5281056,2915
tinidazole,5479,2916
Tiotropium bromide hydrate,11431811,2917
Tiratricol,5803,2918
Tizanidine hydrochloride,114869,2919
Tofacitinib citrate,10174505,2920
Tofacitinib,9926791,2921
Tolazoline hydrochloride,6048,2922
tolbutamide,5505,2923
tolfenamic acid,610479,2924
TOLMETIN SODIUM,23665411,2925
Tolperisone hydrochloride,92965,2926
Tolterodine tartrate,443878,2927
Toltrazuril,68591,2928
topiramate,5284627,2929
TOREMIFENE CITRATE,3005572,2930
tranilast,5282230,2931
1986-47-6,2723716,2932
Trazodone hydrochloride,62935,2933
triamcinolone,31307,2934
triamterene,5546,2935
trichostatin A,444732,2936
Triclabendazole,50248,2937
Trifluoperazine dihydrochloride,66064,2938
Trifluridine,6256,2939
Triflusal,9458,2940
trimethoprim,5578,2941
Tripelennamine hydrochloride,9066,2942
triptolide,107985,2943
Trometamol,6503,2944
tropicamide,5593,2945
tropisetron,656665,2946
Troxerutin,5486699,2947
troxipide,5597,2948
TTNPB,5289501,2949
Tubastatin A HCl,57336514,2950
tylosin tartrate,60196281,2951
Malonoben,5614,2952
146535-11-7,2049,2953
CBiol_001931,3036144,2954
178606-66-1,310360,2955
U0126-EtOH,16220066,2956
Ulipristal,13559281,2957
UNC1999,72551585,2958
UNC2250,73211763,2959
UPF 1069,25015515,2960
uracil,1174,2961
Urapidil hydrochloride,167980,2962
uridine,6029,2963
URSODEOXYCHOLIC ACID,31401,2964
Ursolic acid,64945,2965
Valacyclovir hydrochloride,135398741,2966
Valdecoxib,119607,2967
Valganciclovir hydrochloride,135413534,2968
Valnemulin hydrochloride,60195218,2969
Sodium valproate,16760703,2970
valsartan,60846,2971
vanillin,1183,2972
ZINGERONE,31211,2973
Vardenafil hydrochloride trihydrate,135413545,2974
Varenicline tartrate,9906942,2975
VE-822,59472121,2976
VECURONIUM BROMIDE,39764,2977
Verapamil hydrochloride,62969,2978
Vilazodone hydrochloride,6918313,2979
Vildagliptin,6918537,2980
vinblastine,13342,2981
Vinflunine Tartrate,53245637,2982
vitamin B12,5311498,2983
l-ascorbic acid,54670067,2984
ergocalciferol,5280793,2985
Vitamin D3,5280795,2986
voglibose,444020,2987
Vortioxetine hydrobromide,56843850,2988
1161205-04-4,44191096,2989
1246086-78-1,46934289,2990
61350-00-3,836002,2991
155584-74-0,24278976,2992
VX-661,46199646,2993
VX-765,11398092,2994
WAY-100635 maleate salt,11957721,2995
WHI-P154,3795,2996
wortmannin,312145,2997
WP1066,11210478,2998
Pirinixic acid,5694,2999
WZ4003,72200024,3000
55778-02-4,11565518,3001
XANTHONE,7020,3002
XL019,57990869,3003
XL388,59604787,3004
XL888,57748689,3005
Xylazine hydrochloride,68554,3006
Xylometazoline hydrochloride,5282386,3007
D-Xyl,135191,3008
Y-27632 dihydrochloride,9901617,3009
781661-94-7,11178236,3010
YOHIMBINE HYDROCHLORIDE,6169,3011
zanamivir,60855,3012
ZCL278,1791111,3013
Zebularine,100016,3014
13463-41-7,26041,3015
Ziprasidone hydrochloride,219099,3016
ZLN005,899323,3017
690206-97-4,5329006,3018
ZM 323881 hydrochloride,22624897,3019
ZM 39923 hydrochloride,176406,3020
zonisamide,5734,3021
Zoxazolamine,6103,3022
SCH772984,24866313,3023
Pralnacasan,153270,3024
147859-80-1,6610318,3025
CAA0225,50909779,3026
C24H28N2O5.H2O,67475270,3027
VBY-825,70945511,3028
AT2 Agonist C21,9804984,3029
Episilvestrol,11467934,3030
WEHI-539,71297207,3031
S63845,122197581,3032
A-1210477,66575373,3033
VU0661013,134828256,3034
939981-37-0,17754765,3035
AMG-232,58573469,3036
MX69,4075607,3037
Milademetan,73297272,3038
SAR405838,53476877,3039
NVP-CGM097,53240420,3040
SJ-172550,1317464,3041
RO8994,53238217,3042
CUDC-427,71600094,3043
LCL161,24737642,3044
AT-IAP,135397708,3045
PAC-1,135421197,3046
(R)-Etodolac,667528,3047
Necrostatin 2 S enantiomer,44404825,3048
CHEMBL502156,25263033,3049
849727-81-7,16760291,3050
Imeglimin,24812808,3051
M2698,89808643,3052
Uprosertib,51042438,3053
h-89,449241,3054
BAY1125976,70817911,3055
miransertib,53262401,3056
Afuresertib,46843057,3057
AT13148,24905401,3058
SCHEMBL2547935,67447908,3059
Ruboxistaurin mesylate,11577725,3060
LXS196,118873253,3061
Ingenol mebutate,6918670,3062
MKC-1,5327686,3063
Endoxifen,10090750,3064
vactosertib,54766013,3065
Repotrectinib,135565923,3066
Belizatinib,57345941,3067
KRCA-0008,72547474,3068
CHEMBL3972653,91885506,3069
CEP28122,91827701,3070
compound 8e [PMID: 24432909],72710568,3071
LDN-214117,91754554,3072
X-396,56960447,3073
LDN-212854,60182388,3074
ML347,44577753,3075
AZD0156,118502708,3076
BAY-1895344,118869362,3077
AZD6738,54761306,3078
Selonsertib,71245288,3079
BI-847325,135567102,3080
PF-03814735,51346455,3081
ENMD-2076 L-(+)-Tartaric acid,66576993,3082
Barasertib,11497983,3083
Gilteritinib,49803313,3084
TP-0903,56839178,3085
SGI-7079,46870258,3086
Bemcentinib,46215462,3087
Flumatinib mesylate,46910592,3088
GNF-7,11478363,3089
Bafetinib,11387605,3090
asciminib,72165228,3091
39711-79-0,62907,3092
1439901-97-9,71571562,3093
Acalabrutinib,71226662,3094
BGB-3111,135905454,3095
Evobrutinib,71479709,3096
ONO-4059 analog,89455219,3097
Fenebrutinib,86567195,3098
GDC-0834 Racemate,25235170,3099
lfm-a13,54676905,3100
CGI-1746,24857323,3101
QL47,71748056,3102
SCHEMBL15691525,74222427,3103
Withaferin A,265237,3104
Umbralisib,72950888,3105
950912-80-8,51049607,3106
PF-4800567,53472153,3107
PF-5006739,51353555,3108
BMS-595,91754489,3109
calmidazolium chloride,644274,3110
kn-93,5312122,3111
staurosporine,44259,3112
CVT-313,6918386,3113
NVP-LCQ195,11655534,3114
SB1317,16739650,3115
RX-3117,11242315,3116
7-Hydroxystaurosporine,72271,3117
Voruciclib,67409219,3118
riviciclib,23643976,3119
bisindolylmaleimide i,2396,3120
AMG 925,60202647,3121
SR-3029,60196195,3122
LY2857785,78357764,3123
THZ2,78357763,3124
Atuveciclib,121488167,3125
Simurosertib,135564531,3126
1169562-71-3,135564631,3127
1627696-51-8,81689696,3128
MSC2530818,118879529,3129
Senexin B,71661259,3130
CCT251545,77050682,3131
1607837-31-9,74222277,3132
THZ531,118025540,3133
RGB-286638,11285001,3134
NVP-231,4096211,3135
CCT241533,135564841,3136
CCT-244747,54758482,3137
MK-8776,16224745,3138
SAR-020106,44203948,3139
Prexasertib,46700756,3140
Epiblastin A,118987042,3141
PLX647,11545419,3142
compound 22d [PMID: 16242323],73755240,3143
ML315,46926514,3144
CHEMBL3185999,73265342,3145
Lucitanib,25031915,3146
BLZ945,46184986,3147
Pexidartinib,25151352,3148
cc-115,58298318,3149
VX-984,72188357,3150
GNE-3511,72547959,3151
Pluripotin,12003241,3152
1429617-90-2,71550931,3153
Empesertib,71599640,3154
CFI-402257,118086034,3155
1554458-53-5,78320750,3156
Avitinib,72734520,3157
944341-54-2,71433873,3158
Icotinib Hydrochloride,44609731,3159
CNX-2006,56968072,3160
Poziotinib,25127713,3161
PKI-166,6918403,3162
AZD3759,78209992,3163
osimertinib,71496458,3164
Naquotinib mesylate,92135932,3165
Mavelertinib,91668194,3166
EAI045,121231412,3167
Irbinitinib,51039094,3168
PF-956980,53344620,3169
1265229-25-1,66555680,3170
Erdafitinib,67462786,3171
su5402,5289418,3172
SCHEMBL2263525,22508903,3173
BLU9931,72710839,3174
Derazantinib,46834118,3175
LY2874455,46944259,3176
ACTB-1003,23653175,3177
BLU-554,91885617,3178
FGF401,118036971,3179
AST 487,11409972,3180
FLT3-IN-1,90052320,3181
UNC2025,73425588,3182
MLS002232309,42628535,3183
717906-29-1,11598628,3184
GSK2256098,46214930,3185
Defactinib,25117126,3186
BRK inhibitor P21d (hydrochloride),129316185,3187
LY2090314,10029385,3188
CHIR-98023,9847557,3189
BIO-Acetoxime,135398521,3190
AMG-337,44181686,3191
Savolitinib,68289010,3192
SU11274,9549297,3193
PHA-665752,10461815,3194
Tivantinib,11494412,3195
MK-8033,45142457,3196
Altiratinib,54576299,3197
NPS-1034,46194178,3198
GNE-495,89730041,3199
MKC3946,59599728,3200
APY29,42627755,3201
B I09,86290458,3202
ILK-IN-2,118986645,3203
Brigatinib,68165256,3204
XL-228,59757974,3205
Entrectinib,25141092,3206
AZD3264,91666658,3207
946518-60-1,68856073,3208
MRT 68601 hydrochloride,44465558,3209
BMS-509744,11467730,3210
ITK inhibitor,20635522,3211
CHEMBL2441273,73352604,3212
Cerdulatinib,44595079,3213
Lestaurtinib,126565,3214
Solcitinib,44603362,3215
Itacitinib,53380437,3216
ZM39923,3797,3217
CHZ868,91885989,3218
roniciclib,45380979,3219
Decernotinib,59422203,3220
JAK3i,118705186,3221
944118-01-8,57928403,3222
PF-06651600,118115473,3223
Olmutinib,54758501,3224
Cucurbitacin I,5281321,3225
Napabucasin,10331844,3226
Bentamapimod,10195250,3227
ARS-853,86279165,3228
1440754-12-0,73292903,3229
GSK2578215A,68107965,3230
GNE-9605,76328936,3231
PF-06447475,72706840,3232
PF-06454589,72706837,3233
N-Desmethyl Imatinib,9869737,3234
compound 31 [PMID: 22902653],46192505,3235
LX7101,56962369,3236
TOLIMIDONE,39065,3237
Merestinib,44603533,3238
821794-92-7,644243,3239
PF-3644022,44631903,3240
NCGC00183677-03,73265221,3241
SCHEMBL453656,10206158,3242
MEK inhibitor,135742497,3243
Cobimetinib,16222096,3244
RO4987655,11548630,3245
GDC-0623,42642654,3246
865362-74-9,11493598,3247
VX-11e,11634725,3248
Ravoxertinib,71727581,3249
PD 198306,9956637,3250
Ulixertinib,11719003,3251
LY3214996,121408882,3252
ERK 11e,11634725,3253
XMD8-92,46843772,3254
OTSSP167,135398499,3255
unc569,53355503,3256
Mps1-IN-1,25195352,3257
MPI-0479605,46909588,3258
XMU-MP-1,121499143,3259
110448-33-4,9803932,3260
cc-223,58298316,3261
Salirasib,5469318,3262
PF-04979064,46866705,3263
GNE-317,70676303,3264
voxtalisib,16123056,3265
oxa-01,45276387,3266
1101810-02-9,25168990,3267
eFT508,118598754,3268
CP 346086,9826309,3269
Iguratimod,124246,3270
Capsaicin,1548943,3271
Xanthatin,5281511,3272
cbl0137,44519124,3273
FRAX486,68060125,3274
FRAX597,70934541,3275
FRAX1036,71557891,3276
NVS-PAK1-1,137125241,3277
CPI-1189,151118,3278
152121-53-4,4712,3279
JX-401,1126109,3280
TA-02,91691130,3281
AMG-548,11167112,3282
AL 8697,25060093,3283
928344-12-1,136173253,3284
Losmapimod,11552706,3285
Pexmetinib,24765037,3286
BMS-582949,10409068,3287
1265789-88-5,53317853,3288
BIX 02565,53246941,3289
TAK-593,24767976,3290
1442472-39-0,71584930,3291
Amcasertib,25190990,3292
OTS-964,89675898,3293
GSK2656157,53469059,3294
AMG PERK 44,121513867,3295
GSK2606414,53469448,3296
GSK2334470,46215815,3297
Serabelisib,70798655,3298
PI-3065,24937012,3299
GDC-0326,58204997,3300
SF2523,44180156,3301
Seletalisib,56928390,3302
Tenalisib,86291103,3303
AS-605240,5289247,3304
IPI-549,91933883,3305
LY3023414,57519748,3306
Bimiralisib,58507717,3307
GDC-0084,57384863,3308
Sonolisib,9849735,3309
VS-5584,46912230,3310
AZD8186,52913813,3311
AZD8835,76685059,3312
GDC-0077,124173720,3313
PF-4989216,51033720,3314
SAR-260301,135565159,3315
GS-9901,86763204,3316
Acalisib,11618268,3317
AMG319,68947304,3318
T-00127-HEV1,4904109,3319
VPS34 inhibitor 1,67983918,3320
SAR405,72709209,3321
CX-6258,44545852,3322
PIM447,44814409,3323
TP-3654,66598080,3324
AZD1208,58423153,3325
GDC-0339,73603034,3326
TAK-960,53357478,3327
Briciclib,11248490,3328
NMS-1286937,49792852,3329
CFI-400945,58486178,3330
ON123300,56649281,3331
ALW-II-41-27,42628503,3332
HG6-64-1,53302361,3333
PLX8394,90116675,3334
PLX7904,90116945,3335
946128-88-7,16719221,3336
RAF709,90408826,3337
LY3009120,71721540,3338
Encorafenib,50922675,3339
LY2584702,25118925,3340
GSK583,67469084,3341
WEHI-345,56602554,3342
GSK2982772,77108121,3343
GSK963 Racemate,122703691,3344
GSK481,90351311,3345
GSK872,54674134,3346
911417-87-3,11950170,3347
Ripasudil,9863672,3348
Netarsudil,66599893,3349
509088-69-1,11155873,3350
YKL-05-099,121596782,3351
DB07268,16058637,3352
MRT67307,44464263,3353
EMD638683,44182398,3354
PF-543,66577038,3355
STK16-IN-1,58525066,3356
476159-98-5,5330175,3357
867331-82-6,11973736,3358
RO9021,71626896,3359
Entospletinib,59473233,3360
PRT062607,44462758,3361
TAK-659,53252276,3362
494772-87-1,21914258,3363
R-268712,11703284,3364
DMH2,50997748,3365
GW768505A,5326956,3366
XMD8-87,53322923,3367
Larotrectinib,46188928,3368
GNF-5837,59397065,3369
PF-06273340,66571548,3370
GDC-046,49839561,3371
CEP-40783,71576419,3372
UK-371804,9952109,3373
Toceranib,5329106,3374
Sunitinib malate,6456015,3375
Fruquintinib,44480399,3376
glesatinib,25181472,3377
Sitravatinib,25212148,3378
Vatalanib,151194,3379
BFH772,24756034,3380
Sulfatinib,52920501,3381
Oglufanide,100094,3382
JNJ-38158471,16742063,3383
452105-23-6,10138259,3384
319460-94-1,9934283,3385
Orantinib,5329099,3386
300842-64-2,6918616,3387
Anlotinib,25017411,3388
882531-87-5,135398512,3389
BMS-690514,11349170,3390
SAR131675 Racemate,67081200,3391
WNK463,121487936,3392
Panobinostat,6918837,3393
TMP195,67324851,3394
4SC-202,44217246,3395
Martinostat,90479372,3396
ACY-775,57382288,3397
ACY-738,57381425,3398
Givinostat hydrochloride,10095659,3399
oxamflatin,5353852,3400
Chidamide,9800555,3401
CHEMBL3426805,71311876,3402
WT-161,44601455,3403
SRT3025,46245047,3404
1093403-33-8,25108829,3405
METHYLSTAT,53392493,3406
PFI-3,78243717,3407
EED226,123132228,3408
GSK-J2,73010924,3409
Antitumor Compound 1,73427118,3410
CPI-4203,90442348,3411
C646,1285941,3412
IOX1,459617,3413
CPI-455,78426698,3414
Iadademstat,71543365,3415
1423715-09-6,135743577,3416
GSK2879552,66571643,3417
KDM5-C70,90094283,3418
MI-503,91667931,3419
A-366,76285486,3420
PF-CBP1,119081417,3421
CPI703,121277860,3422
TPOP146,122172830,3423
CPI-637,121271792,3424
UNC3866,101043861,3425
UNC0224,44251522,3426
UNC0646,53315882,3427
UNC0631,53315868,3428
EPZ011989,73670548,3429
CPI-1205,78320408,3430
CHEMBL4062204,118572017,3431
GSK343,71268957,3432
CPI-169 racemate,78357814,3433
GSK503,67469117,3434
CPI-360,73442743,3435
EPZ-031686,118946372,3436
LLY-507,91623361,3437
EPZ004777,56962336,3438
SGC707,90642938,3439
EPZ015666,90241673,3440
EPZ015866,117072552,3441
1616392-22-3,90241742,3442
EPZ020411,91668547,3443
PFI-4,40642506,3444
901245-65-6,15990224,3445
GSK6853,121232405,3446
GSK9311,121232406,3447
GSK2801,73010930,3448
PFI-2,71300326,3449
MI-538,117636625,3450
A-196,117072548,3451
birabresib,9936746,3452
Mivebresib,71600087,3453
BMS-986158,118196485,3454
Apabetalone,135564749,3455
BET-BAY 002,73425805,3456
Cpi-0610,57389999,3457
1869912-40-2,118693658,3458
GSK1324726A,52912222,3459
BI-7273,118796358,3460
BI-9564,117072549,3461
ARV-771,126619980,3462
ARV-825,92044400,3463
Talazoparib,135565082,3464
E7449,135565981,3465
AZ9482,92045137,3466
NMS-P118,49843531,3467
OICR-9429,91623360,3468
CHEMBL2337032,70679466,3469
YU238259,121473004,3470
G007-LK,67960134,3471
Rolapitant,10311306,3472
WIKI4,2984337,3473
NVP-TNKS656,136237316,3474
MT-DADMe-ImmA,656970,3475
Triapine,9571836,3476
LY2334737,11646777,3477
Cordycepin,6303,3478
2-Fluoroadenosine,8975,3479
MLS002702854,240980,3480
Valganciclovir,135413535,3481
Brincidofovir,483477,3482
Entecavir,135398508,3483
Tipiracil,6323266,3484
aminopterin,169371,3485
Arfolitixorin,135398645,3486
ACT 078,43805,3487
Ifosfamide-d4,46781940,3488
estramustine,259331,3489
Tinostamustine,46836227,3490
Apaziquone,5813717,3491
evofosfamide,11984561,3492
Trabectedin,108150,3493
Porfiromycin,13116,3494
TIRAPAZAMINE,135413511,3495
UNII-S098K6HGD9,10056071,3496
SJG-136,393111,3497
Exatecan,151115,3498
rebeccamycin,73110,3499
GENZ-644282,10294813,3500
Amrubicin,3035016,3501
Belotecan,6456014,3502
amsacrine,2179,3503
LMP744,397888,3504
Indimitecan hydrochloride,45027820,3505
Indotecan hydrochloride,25113758,3506
Voreloxin,9952884,3507
DSSTox_CID_31408,31408,3508
Valrubicin,454216,3509
daunorubicin,30323,3510
idarubicin hydrochloride,636362,3511
Dexrazoxane hydrochloride,6918223,3512
LUCANTHONE,10180,3513
Epothilone D,447865,3514
Ansamitocin P-3,5282049,3515
MPT0B098,50898338,3516
Dolastatin 10,9810929,3517
Verubulin,11414799,3518
1233948-35-0,46847888,3519
vinorelbine,5311497,3520
Combretastatin A4,5351344,3521
Vinflunine,10629256,3522
noscapine,275196,3523
Eribulin mesylate,17755248,3524
Cevipabulin,11488110,3525
AZ82,91885438,3526
ARQ 621,25110841,3527
Filanesib,44224257,3528
EMD-534085,23634407,3529
Litronesib,25167017,3530
S-Trityl-L-cysteine,76044,3531
1134156-31-2,25195348,3532
Debio 0932,44156921,3533
TAS-116,67501411,3534
PU-WS13,71660551,3535
1149705-71-4,60147023,3536
SCHEMBL1351190,16226182,3537
retaspimycin hydrochloride,11685945,3538
CCT251236,117996749,3539
calpeptin,73364,3540
Ixazomib citrate,56844015,3541
MARIZOMIB,11347535,3542
Pevonedistat,16720766,3543
ML364,70789348,3544
VLX1570,71523377,3545
TAK-243,71715374,3546
ML226,56593112,3547
LACTOBIONIC ACID,7314,3548
MMP INHIBITOR V,9888141,3549
Marimastat,119031,3550
Aderbasib,16070111,3551
UNII-70N8WTD318,46175189,3552
CTS-1027,3342298,3553
Incyclinide,54678924,3554
"5,5'-Dimethyl-2,2'-bipyridine",15664,3555
LTX-315,46200994,3556
Tasquinimod,54682876,3557
NITROXOLINE,19910,3558
Cinchonine dihydrochloride,70004430,3559
Valspodar,5281884,3560
849675-66-7,11399764,3561
NSC23925,91885392,3562
Vancomycin HCL,6420023,3563
Teichomycin,16129701,3564
BIS(2-METHOXYETHYL) PHTHALATE,8344,3565
Levomycin,3197,3566
Verdinexor,71492799,3567
Eltanexor,86345880,3568
Leptomycin B,6917907,3569
YM 511,177865,3570
FADROZOLE,59693,3571
217645-70-0,512282,3572
MK-0812,11180808,3573
PF-4136309,11192346,3574
Vicriviroc,3009355,3575
AZD8797,11965767,3576
reparixin,9838712,3577
Danirixin,24780598,3578
NBI-74330,45784923,3579
AMD 3465,483559,3580
155148-31-5,65014,3581
Celsentri (Maraviroc),22570509,3582
UNBS-5162,16048966,3583
Seviteronel,78357816,3584
Morin hydrate,16219651,3585
Taselisib,51001932,3586
bepridil,2351,3587
Parecoxib sodium,15895902,3588
Liarozole,60652,3589
Talarozole,9799888,3590
600734-06-3,135454903,3591
664969-54-4,1213452,3592
WAY-262611,25199517,3593
GNF-6231,46927297,3594
CYCLOPAMINE,442972,3595
MK-4101,16222379,3596
Glasdegib,25166913,3597
SARIDEGIB,25027363,3598
TAK-441,44187367,3599
Robotnikinin,25109985,3600
MRT-83,136210511,3601
Atractylenolide I,5321018,3602
Avadomide,24967599,3603
Apratastat,11452716,3604
ROQUINIMEX,54676478,3605
Pipequaline,71219,3606
MCC950,9910393,3607
CC-885,24788636,3608
Bioymifi,70678419,3609
Nirogacestat,46224413,3610
Lanabecestat,67979346,3611
Verubecestat,51352361,3612
Crenigacestat,71236992,3613
BMS-906024,66550890,3614
BMS-983970,73388374,3615
PF-05175157,52934180,3616
TOLRESTAT,53359,3617
PF-04457845,24771824,3618
JNJ-42165279,54576693,3619
GSK2194069,67376285,3620
cerulenin,5282054,3621
Riociguat,11304743,3622
PF-04937319,46916694,3623
CHEMBL359618,9799942,3624
pentostatin,439693,3625
CB-839,71577426,3626
BPTES,3372016,3627
Mitapivat,59634741,3628
JPH203,24853505,3629
SSR 504734,9954539,3630
Maslinic acid,73659,3631
Ataciguat,213037,3632
fluvastatin,446155,3633
CHEMBL3103000,71307851,3634
CHEMBL3103040,3474778,3635
Ivosidenib,71657455,3636
Enasidenib,89683805,3637
BAY-1436032,118310260,3638
GSK864,91864701,3639
Vorasidenib,117817422,3640
Epacadostat,135564890,3641
PF-06840003,23063810,3642
Navoximod,70914230,3643
Tenatoprazole,636411,3644
Linrodostat,121328278,3645
PD1-PDL1 inhibitor 1,91663303,3646
1675203-84-5,117951478,3647
Aminoguanidine hemisulfate,2734952,3648
Tussilagone,13919185,3649
Ibiglustat,60199242,3650
MIR96-IN-1,72699186,3651
GSK2837808A,71533725,3652
Pranlukast hemihydrate,11979774,3653
QUIFLAPON SODIUM,23672584,3654
Nampt-IN-1,92044379,3655
GSK2795039,71090129,3656
1218942-37-0,58496428,3657
CXC-195,44428656,3658
KI696,118170767,3659
Oltipraz,47318,3660
Omaveloxolone,71811910,3661
Lemborexant,56944144,3662
mk-1064,44633765,3663
MCOPPB 3HCl,57339147,3664
CompB,5311194,3665
EFLORNITHINE HYDROCHLORIDE,57004,3666
GSK484,86340151,3667
KPT-9274,117779453,3668
Inolitazone,9832447,3669
GW1929,6518171,3670
Elafibranor,9864881,3671
BMS-687453,16725047,3672
Pemafibrate,11526038,3673
GW 6471,446738,3674
79558-09-1,6603901,3675
CHEMBL3695811,46846227,3676
Vorapaxar,10077130,3677
1252806-86-2,49843509,3678
PF-04620110,46926360,3679
Pradigastat,53387035,3680
85375-15-1,6917797,3681
Tiagabine hydrochloride,91274,3682
CI-966,198693,3683
BRUCEANTIN,5281304,3684
894787-30-5,24808138,3685
Ouabain octahydrate,6364534,3686
GSK2256294A,59448236,3687
BAY 41-2272,9798973,3688
Cinaciguat,9808022,3689
PFK-158,71730058,3690
lactulose,11333,3691
RSL3,1750826,3692
PF-06282999,71571306,3693
1357171-62-0,46742353,3694
PX-478,11234794,3695
Manassantin A,15605952,3696
EL-102,62705067,3697
PT-2385,91754484,3698
Molidustat,59603622,3699
Daprodustat,91617630,3700
Vadadustat,23634441,3701
JNJ-42041935,45102710,3702
BMS-587101,11635371,3703
rottlerin,5281847,3704
CB-5083,73051434,3705
vesnarinone,5663,3706
NMS-859,71607189,3707
VLX600,6410104,3708
3BDO,16216349,3709
OTX-008,11953346,3710
FG-2216,6914666,3711
ETOMOXIR,9840324,3712
RUSKI-201 dihydrochloride,126480616,3713
Deferoxamine mesylate,62881,3714
ML390,71768304,3715
Brequinar,57030,3716
ASP-9521,25210792,3717
Chelerythrine chloride,72311,3718
BQU57,77845606,3719
ML327,60167648,3720
Exherin,9916058,3721
Sufugolix,3038517,3722
Elagolix,11250647,3723
Relugolix,10348973,3724
108341-18-0,3047796,3725
Yohimbine,8969,3726
Avacopan,49841217,3727
Talampanel,164509,3728
Ozanimod,52938427,3729
Etrasimod,44623998,3730
MK-0557,11491176,3731
NVS-CECR2-1,117072550,3732
Oleanolic Acid (Caryophyllin),49867939,3733
Quinacrine dihydrochloride dihydrate,2725002,3734
Ralaniten acetate,86278934,3735
Darolutamide,67171867,3736
tibolone,444008,3737
Clascoterone,11750009,3738
Prinaberel,656954,3739
AZD9496 maleate,137704560,3740
Brilanestrant,56941241,3741
Bazedoxifene,154257,3742
Elacestrant,23642301,3743
Acolbifene,155435,3744
Ospemifene,3036505,3745
Zuclomiphene,1548955,3746
dienestrol,667476,3747
Tesmilifene hydrochloride,175534,3748
XCT790,6918788,3749
Zoledronic acid hydrate,121586,3750
BMS-214662,448545,3751
Arglabin,5574924,3752
L-778123 free base,216454,3753
Alvimopan,5488548,3754
Phortress (free base),399465,3755
Clopidogrel bisulfate,115366,3756
ER819762,42596951,3757
Resiquimod,159603,3758
GS-9620,46241268,3759
Gardiquimod,44592366,3760
Motolimod,16049404,3761
Resatorvid,11703255,3762
AX-024,56949412,3763
913064-47-8,11848206,3764
Rolofylline,64627,3765
Cgs 21680,3086599,3766
Preladenant,10117987,3767
CPI-444,44537963,3768
2-Cl-IB-Meca,3035850,3769
Fluticasone furoate,9854489,3770
Ciclesonide,6918155,3771
prednisolone acetate,5834,3772
flunisolide,82153,3773
ethisterone,5284557,3774
digoxin,2724385,3775
NCGC00163547-01,11754200,3776
OXANDROLONE,5878,3777
stanozolol,25249,3778
Etoricoxib,123619,3779
IBUPROFEN LYSINE,9841440,3780
naproxen sodium,23681059,3781
155206-00-1,5311027,3782
Laropiprant,9867642,3783
PF-04418948,25114442,3784
bvt-3498,76849181,3785
BVT-14225,6918663,3786
GSK682753A,126843232,3787
tobramycin,36294,3788
Isepamicin,3037209,3789
MK-886,3651377,3790
FENRETINIDE,5288209,3791
1359164-11-6,51035449,3792
GSK2981278,89875987,3793
IRX4204,9863341,3794
riboflavin,493570,3795
Seocalcitol,5288149,3796
Paricalcitol-D6,66577066,3797
Warfarin sodium,16204922,3798
HA130,46911532,3799
olprinone hydrochloride,115227,3800
PAPAVERINE HYDROCHLORIDE,6084,3801
Ezutromid,25109292,3802
ML264,51003603,3803
APTO-253,11960271,3804
BETA-SITOSTEROL,222284,3805
DACTINOMYCIN,457193,3806
Supinoxin,11619093,3807
Mavacamten,117761397,3808
caffeine,2519,3809
CEFOPERAZONE SODIUM,23663974,3810
proglumide,4922,3811
Nastorazepide,9872609,3812
Ginsenoside rb1,9898279,3813
Zaldaride maleate,6450522,3814
